Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2018,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,82.6,,,81.1,84,10874867,,,
2017,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,83.5,,,81.9,85,9979574,,,
2016,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,83.2,,,81.6,84.7,9600771,,,
2020,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,No,Age-adjusted Prevalence,83.3,,,83,83.7,144901380,,,
2019,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,No,Age-adjusted Prevalence,82.1,,,81.8,82.4,136187639,,,
2018,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,No,Age-adjusted Prevalence,82.2,,,81.9,82.5,142368917,,,
2017,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,No,Age-adjusted Prevalence,81.5,,,81.2,81.8,139637062,,,
2016,US,"United States, DC & Territories",Binge drinking in the past 30 days among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,No,Age-adjusted Prevalence,81.8,,,81.5,82.1,142096393,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Underweight,Age-adjusted Prevalence,2.7,,,2.4,3,1446230,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Underweight,Age-adjusted Prevalence,2.6,,,2.4,2.9,1496124,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Underweight,Age-adjusted Prevalence,2.7,,,2.5,3,1503699,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Underweight,Age-adjusted Prevalence,2.5,,,2.2,2.7,1349167,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Underweight,Age-adjusted Prevalence,2.6,,,2.4,2.9,1330762,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Underweight,Age-adjusted Prevalence,3.1,,,2.7,3.6,763396,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Underweight,Age-adjusted Prevalence,2.9,,,2.5,3.2,754795,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Underweight,Age-adjusted Prevalence,3.1,,,2.8,3.5,789381,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Underweight,Age-adjusted Prevalence,3,,,2.6,3.4,747865,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Underweight,Age-adjusted Prevalence,2.9,,,2.6,3.2,677554,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Underweight,Age-adjusted Prevalence,1.9,,,1.4,2.5,266045,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Underweight,Age-adjusted Prevalence,2.2,,,1.7,2.7,305174,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Underweight,Age-adjusted Prevalence,1.9,,,1.4,2.5,260439,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Underweight,Age-adjusted Prevalence,2,,,1.5,2.6,243665,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Underweight,Age-adjusted Prevalence,2.4,,,1.9,3.1,242202,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Underweight,Age-adjusted Prevalence,2.6,,,2.1,3.2,631767,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Underweight,Age-adjusted Prevalence,2.2,,,1.9,2.6,663989,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Underweight,Age-adjusted Prevalence,2.2,,,1.8,2.7,614322,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Underweight,Age-adjusted Prevalence,2,,,1.6,2.3,628495,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Underweight,Age-adjusted Prevalence,2.5,,,2.1,3,655208,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Underweight,Age-adjusted Prevalence,2.7,,,2.2,3.3,317858,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Underweight,Age-adjusted Prevalence,2.9,,,2.3,3.6,323304,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Underweight,Age-adjusted Prevalence,2.5,,,2,3.2,304836,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Underweight,Age-adjusted Prevalence,2.9,,,2.4,3.5,290487,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Underweight,Age-adjusted Prevalence,3,,,2.5,3.6,282197,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Underweight,Age-adjusted Prevalence,1.7,,,1.6,1.9,2840752,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Underweight,Age-adjusted Prevalence,1.8,,,1.7,1.9,2788192,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Underweight,Age-adjusted Prevalence,1.7,,,1.6,1.8,2706133,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Underweight,Age-adjusted Prevalence,1.8,,,1.7,2,3002673,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Underweight,Age-adjusted Prevalence,1.9,,,1.8,2,3108394,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Normal Weight,Age-adjusted Prevalence,27.2,,,26.4,28.1,15474681,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Normal Weight,Age-adjusted Prevalence,27.9,,,27.2,28.5,16409135,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Normal Weight,Age-adjusted Prevalence,28.3,,,27.6,29,16742385,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Normal Weight,Age-adjusted Prevalence,27.9,,,27.2,28.6,15900795,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Normal Weight,Age-adjusted Prevalence,28.8,,,28.2,29.5,15729715,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Normal Weight,Age-adjusted Prevalence,28.9,,,27.8,30,7072805,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Normal Weight,Age-adjusted Prevalence,29.6,,,28.7,30.5,7807288,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Normal Weight,Age-adjusted Prevalence,30,,,29.1,31,7840006,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Normal Weight,Age-adjusted Prevalence,29.7,,,28.7,30.6,7500462,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Normal Weight,Age-adjusted Prevalence,30.6,,,29.7,31.5,7316906,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Normal Weight,Age-adjusted Prevalence,26.8,,,25,28.7,4005305,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Normal Weight,Age-adjusted Prevalence,26.3,,,24.7,28,3985958,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Normal Weight,Age-adjusted Prevalence,26.1,,,24.3,27.9,4129149,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Normal Weight,Age-adjusted Prevalence,27.6,,,25.7,29.6,3756976,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Normal Weight,Age-adjusted Prevalence,29.3,,,27.5,31.1,3636386,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Normal Weight,Age-adjusted Prevalence,19.6,,,18.1,21.1,5486481,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Normal Weight,Age-adjusted Prevalence,21.3,,,20.2,22.5,6417139,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Normal Weight,Age-adjusted Prevalence,21.5,,,20.5,22.6,6536767,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Normal Weight,Age-adjusted Prevalence,21.2,,,20.1,22.5,6597583,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Normal Weight,Age-adjusted Prevalence,21.9,,,20.9,23,6513205,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Normal Weight,Age-adjusted Prevalence,28.5,,,26.4,30.7,3354157,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Normal Weight,Age-adjusted Prevalence,29.5,,,27.9,31.2,3245802,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Normal Weight,Age-adjusted Prevalence,31,,,29.3,32.7,3546266,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Normal Weight,Age-adjusted Prevalence,29.2,,,27.4,31.1,3062961,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Normal Weight,Age-adjusted Prevalence,29.8,,,28.1,31.5,3102260,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Normal Weight,Age-adjusted Prevalence,33.5,,,33,33.9,55303009,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Normal Weight,Age-adjusted Prevalence,33.7,,,33.4,34.1,53505419,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Normal Weight,Age-adjusted Prevalence,34.5,,,34.1,34.9,57025903,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Normal Weight,Age-adjusted Prevalence,35.3,,,34.9,35.7,57949666,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Normal Weight,Age-adjusted Prevalence,35.6,,,35.2,35.9,59114019,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Overweight,Age-adjusted Prevalence,29.6,,,28.8,30.4,18573825,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Overweight,Age-adjusted Prevalence,30.1,,,29.4,30.7,19796007,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Overweight,Age-adjusted Prevalence,29.8,,,29.2,30.5,19780045,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Overweight,Age-adjusted Prevalence,30.2,,,29.5,30.9,19136984,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Overweight,Age-adjusted Prevalence,30.3,,,29.7,31,18725400,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Overweight,Age-adjusted Prevalence,29.1,,,28.1,30.2,7228691,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Overweight,Age-adjusted Prevalence,29.9,,,29,30.7,8082568,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Overweight,Age-adjusted Prevalence,29.9,,,29,30.8,8064916,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Overweight,Age-adjusted Prevalence,29.2,,,28.3,30.2,7689777,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Overweight,Age-adjusted Prevalence,30.5,,,29.6,31.4,7620047,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Overweight,Age-adjusted Prevalence,32.8,,,30.9,34.8,5435448,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Overweight,Age-adjusted Prevalence,34.7,,,32.9,36.5,5660539,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Overweight,Age-adjusted Prevalence,32.7,,,30.8,34.5,5650212,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Overweight,Age-adjusted Prevalence,34.7,,,32.7,36.8,5312070,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Overweight,Age-adjusted Prevalence,34.8,,,33,36.7,5161825,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Overweight,Age-adjusted Prevalence,26.7,,,25.1,28.2,8248932,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Overweight,Age-adjusted Prevalence,26.6,,,25.4,27.8,9130066,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Overweight,Age-adjusted Prevalence,27.2,,,26,28.4,9295306,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Overweight,Age-adjusted Prevalence,27.6,,,26.4,28.9,9334535,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Overweight,Age-adjusted Prevalence,27.8,,,26.6,28.9,9246415,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Overweight,Age-adjusted Prevalence,30.8,,,28.9,32.8,3745825,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Overweight,Age-adjusted Prevalence,31.1,,,29.6,32.7,3892059,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Overweight,Age-adjusted Prevalence,28.6,,,27.1,30.1,3747845,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Overweight,Age-adjusted Prevalence,31.7,,,29.9,33.5,3665825,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Overweight,Age-adjusted Prevalence,30.5,,,28.9,32.2,3513812,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Overweight,Age-adjusted Prevalence,35.9,,,35.5,36.3,60071515,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Overweight,Age-adjusted Prevalence,36.6,,,36.2,37,58698527,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Overweight,Age-adjusted Prevalence,36.3,,,35.9,36.7,60613075,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Overweight,Age-adjusted Prevalence,36.5,,,36.2,36.9,60648837,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Overweight,Age-adjusted Prevalence,36.3,,,35.9,36.6,60833609,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Obese,Age-adjusted Prevalence,40.5,,,39.6,41.4,23934345,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Obese,Age-adjusted Prevalence,39.4,,,38.8,40.1,25205862,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Obese,Age-adjusted Prevalence,39.1,,,38.4,39.8,24968124,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Obese,Age-adjusted Prevalence,39.5,,,38.7,40.3,24554841,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Obese,Age-adjusted Prevalence,38.2,,,37.5,38.9,22816535,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Obese,Age-adjusted Prevalence,38.8,,,37.6,40,9559784,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Obese,Age-adjusted Prevalence,37.7,,,36.8,38.6,10240231,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Obese,Age-adjusted Prevalence,37,,,36,37.9,9971125,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Obese,Age-adjusted Prevalence,38.2,,,37.1,39.2,10116925,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Obese,Age-adjusted Prevalence,36.1,,,35.1,37,9032532,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Obese,Age-adjusted Prevalence,38.4,,,36.4,40.5,5473472,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Obese,Age-adjusted Prevalence,36.9,,,35.2,38.6,5415427,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Obese,Age-adjusted Prevalence,39.4,,,37.4,41.4,5750657,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Obese,Age-adjusted Prevalence,35.7,,,33.9,37.5,5120707,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Obese,Age-adjusted Prevalence,33.5,,,31.9,35.2,4524224,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Obese,Age-adjusted Prevalence,51.1,,,49.3,53,13807172,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Obese,Age-adjusted Prevalence,49.8,,,48.5,51.1,15581212,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Obese,Age-adjusted Prevalence,49.1,,,47.8,50.4,15304180,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Obese,Age-adjusted Prevalence,49.2,,,47.7,50.6,15660038,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Obese,Age-adjusted Prevalence,47.8,,,46.6,49.1,14766788,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Obese,Age-adjusted Prevalence,38,,,35.9,40.1,4338541,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Obese,Age-adjusted Prevalence,36.5,,,34.8,38.2,4424967,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Obese,Age-adjusted Prevalence,37.9,,,36.3,39.6,4563017,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Obese,Age-adjusted Prevalence,36.2,,,34.4,38,4184828,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Obese,Age-adjusted Prevalence,36.7,,,34.9,38.6,3963812,,,
2020,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Obese,Age-adjusted Prevalence,28.9,,,28.5,29.3,48334766,,,
2019,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Obese,Age-adjusted Prevalence,27.9,,,27.5,28.2,44709323,,,
2018,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Obese,Age-adjusted Prevalence,27.6,,,27.2,28,46198046,,,
2017,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Obese,Age-adjusted Prevalence,26.3,,,26,26.7,43776792,,,
2016,US,"United States, DC & Territories",Body mass index category among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Obese,Age-adjusted Prevalence,26.2,,,25.9,26.6,44134840,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Sufficiently Active,Age-adjusted Prevalence,40,,,39.3,40.7,23978056,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Sufficiently Active,Age-adjusted Prevalence,39.2,,,38.4,40,22517163,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Sufficiently Active,Age-adjusted Prevalence,38.7,,,37.7,39.7,9928038,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Sufficiently Active,Age-adjusted Prevalence,37.8,,,36.8,38.8,9288036,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Sufficiently Active,Age-adjusted Prevalence,46.4,,,44.5,48.2,6717715,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Sufficiently Active,Age-adjusted Prevalence,44.6,,,42.6,46.7,6047383,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Sufficiently Active,Age-adjusted Prevalence,31.4,,,30.2,32.7,9498718,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Sufficiently Active,Age-adjusted Prevalence,30.6,,,29.3,32,9496852,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Sufficiently Active,Age-adjusted Prevalence,39.4,,,37.6,41.3,4359287,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Sufficiently Active,Age-adjusted Prevalence,39,,,37.1,41,3974150,,,
